Rank,Game,Platform,Publisher,Total_Sales,Na_Sales,Pal_Sales,Japan_Sales,Other_Sales,Year
13946,Jojo no Kimyou na Bouken: Phantom Blood,PS2,Bandai  ,0.05,0.0,0.0,0.05,0.0,2006
13947,Strange Brigade,XOne,Rebellion Developments  ,0.05,0.04,0.01,0.0,0.01,2018
13948,The Idolmaster 2,X360,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
13949,Myth Makers: Orbs of Doom,Wii,Bold Games  ,0.05,0.05,0.0,0.0,0.0,2007
13950,Power Drome,PS2,Mud Duck Productions  ,0.05,0.03,0.02,0.0,0.01,2004
13951,Dreamer Series: Puppy Trainer,DS,DreamCatcher Interactive  ,0.05,0.05,0.0,0.0,0.0,2008
13952,IL-2 Sturmovik: Cliffs of Dover,PC,Ubisoft  ,0.05,0.0,0.05,0.0,0.01,2011
13953,Pro Yakyuu Spirits 5 Kanzenban,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2008
13954,MorphX,X360,505 Games  ,0.05,0.05,0.0,0.0,0.0,2010
13955,Samantha Swift and the Hidden Roses of Athena,DS,Mumbo Jumbo  ,0.05,0.04,0.01,0.0,0.0,2010
13956,Shin Sangoku Musou 5 Special,PSP,KOEI  ,0.05,0.0,0.0,0.05,0.0,2009
13957,Gran Turismo / Motor Toon Grand Prix 2,PS,Sony Computer Entertainment  ,0.05,0.03,0.02,0.0,0.0,2003
13958,Otogi 2: Immortal Warriors,XB,Sega  ,0.05,0.04,0.01,0.0,0.0,2004
13959,Pony Friends: Mini Breeds Edition,DS,Eidos Interactive  ,0.05,0.05,0.0,0.0,0.0,2008
13960,Legend of Kay,PS2,Capcom  ,0.05,0.03,0.02,0.0,0.01,2005
13961,Scribblenauts Mega Pack,NS,Warner Bros. Interactive Entertainment  ,0.05,0.05,0.0,0.0,0.01,2018
13962,Piglet's Big Game,GC,Gotham Games  ,0.05,0.04,0.01,0.0,0.0,2003
13963,Civilization Beyond Earth: Rising Tide,PC,2K Games  ,0.05,0.0,0.05,0.0,0.0,2015
13964,Super Heroine Chronicle,PSV,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2014
13965,Hunted: The Demon's Forge,PC,Bethesda Softworks  ,0.05,0.03,0.01,0.0,0.0,2011
13966,4 Elements,PC,eGames  ,0.05,0.0,0.04,0.0,0.01,2009
13967,Stellaris,PC,Paradox Interactive   ,0.05,0.0,0.05,0.0,0.0,2016
13968,Agatha Christie's The ABC Murders,XOne,Unfinished Pixel  ,0.05,0.04,0.0,0.0,0.01,2016
13969,Fallout: Brotherhood of Steel,XB,Interplay  ,0.05,0.04,0.01,0.0,0.0,2004
13970,"Love, Election and Chocolate Portable",PSP,Kadokawa Shoten  ,0.05,0.0,0.0,0.05,0.0,2012
13971,Strawberry Shortcake: Strawberryland Games,DS,Game Factory  ,0.05,0.05,0.0,0.0,0.0,2006
13972,IndyCar Series,XB,Codemasters  ,0.05,0.04,0.01,0.0,0.0,2003
13973,Ultra Bust-A-Move,XB,Majesco  ,0.05,0.04,0.01,0.0,0.0,2004
13974,Mortal Kombat X,PC,Warner Bros. Interactive Entertainment  ,0.05,0.01,0.04,0.0,0.0,2015
13975,Rally Fusion: Race of Champions,XB,Activision  ,0.05,0.04,0.01,0.0,0.0,2002
13976,Piglet's Big Game,GBA,THQ  ,0.05,0.04,0.01,0.0,0.0,2003
13977,Hero Bank 2,3DS,Sega  ,0.05,0.0,0.0,0.05,0.0,2014
13978,Mr Bean's Wacky World of Wii,Wii,Blast! Entertainment Ltd  ,0.05,0.0,0.05,0.0,0.0,2009
13979,Ski Region Simulator 2012,PC,Giants Software  ,0.05,0.0,0.05,0.0,0.01,2011
13980,Pinball Hall of Fame: The Gottlieb Collection,GC,Crave Entertainment  ,0.05,0.04,0.01,0.0,0.0,2005
13981,TrackMania Turbo: Build to Race,DS,DreamCatcher Interactive  ,0.05,0.02,0.02,0.0,0.0,2011
13982,Ferrari F355 Challenge,PS2,Sega  ,0.05,0.03,0.02,0.0,0.01,2002
13983,Sherlock Holmes: Crimes & Punishments,X360,Focus Home Interactive  ,0.05,0.03,0.02,0.0,0.0,2014
13984,Metal Slug Anthology,PSP,SNK Playmore  ,0.05,0.02,0.0,0.02,0.01,2007
13985,Kamen Rider: Dragon Knight,DS,D3 Publisher  ,0.05,0.05,0.0,0.0,0.0,2009
13986,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Vatical Entertainment  ,0.05,0.03,0.02,0.0,0.0,1999
13987,Captain America: Super Soldier,DS,Sega  ,0.05,0.05,0.0,0.0,0.0,2011
13988,Nitroplus Blasterz: Heroines Infinite Duel,PS4,Xseed Games  ,0.05,0.01,0.01,0.03,0.0,2016
13989,TNA iMPACT: Cross the Line,PSP,SouthPeak Interactive  ,0.05,0.05,0.0,0.0,0.0,2010
13990,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Hudson Soft  ,0.05,0.0,0.0,0.05,0.0,2010
13991,Nobunaga's Ambition: Sphere of Influence,PS4,Tecmo Koei  ,0.05,0.04,0.0,0.0,0.01,2015
13992,Mobile Suit Gundam Unicorn,PS3,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2012
13993,Shifters,PS2,3DO  ,0.05,0.03,0.02,0.0,0.01,2002
13994,The BIGS 2,DS,2K Sports  ,0.05,0.05,0.0,0.0,0.0,2009
13995,RPG Tsukuru DS,DS,Enterbrain  ,0.05,0.0,0.0,0.05,0.0,2010
13996,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Sega  ,0.05,0.0,0.0,0.05,0.0,2008
13997,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,O-Games  ,0.05,0.02,0.03,0.0,0.0,2011
13998,Brothers: A Tale of Two Sons,XOne,505 Games  ,0.05,0.04,0.01,0.0,0.01,2015
13999,Sacred 3,X360,Deep Silver  ,0.05,0.03,0.02,0.0,0.0,2014
14000,The Long Dark,PS4,Skybound Games  ,0.05,0.04,0.0,0.0,0.01,2018
14001,Imagine Animal Doctor Care Center,DS,Ubisoft  ,0.05,0.05,0.0,0.0,0.0,2010
14002,Jewel Master: Cradle of Persia,DS,Rising Star Games  ,0.05,0.0,0.05,0.0,0.0,2014
14003,Lagoon,SNES,Kemco  ,0.05,0.0,0.0,0.05,0.0,1991
14004,New Tokyo Legacy: Operation Babel,PSV,NIS America  ,0.05,0.01,0.0,0.04,0.0,2017
14005,Imagine: Party Planner,DS,Ubisoft  ,0.05,0.05,0.0,0.0,0.0,2010
14006,Saint Seiya: Soldiers' Soul,PS3,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2015
14007,Back to the Future: The Game,Wii,Telltale Games  ,0.05,0.05,0.0,0.0,0.0,2011
14008,Nanostray 2,DS,Majesco  ,0.05,0.03,0.01,0.0,0.0,2008
14009,Air Traffic Chaos,DS,Majesco  ,0.05,0.05,0.0,0.0,0.0,2008
14010,Trick x Logic: Season 1,PSP,Sony Computer Entertainment  ,0.05,0.0,0.0,0.05,0.0,2010
14011,Mawashite Tsunageru Touch Panic,DS,Nintendo  ,0.05,0.0,0.0,0.05,0.0,2006
14012,Monster! Bass Fishing,GBA,AIA  ,0.05,0.04,0.01,0.0,0.0,2004
14013,Sigma Star Saga,GBA,Namco  ,0.05,0.04,0.01,0.0,0.0,2005
14014,Child of Light,PS4,Ubisoft  ,0.05,0.0,0.01,0.04,0.0,2014
14015,Winning Post 7 2010,PSP,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2010
14016,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,Sega  ,0.05,0.0,0.0,0.05,0.0,2017
14017,Saints Row: Gat out of Hell,PS4,Deep Silver  ,0.05,0.0,0.04,0.0,0.01,2015
14018,Batman: Gotham City Racer,PS,Ubisoft  ,0.05,0.03,0.02,0.0,0.0,2001
14019,Sengoku Basara X,PS2,Capcom  ,0.05,0.0,0.0,0.05,0.0,2008
14020,DoDonPachi Resurrection,X360,Rising Star   ,0.05,0.0,0.04,0.0,0.01,2011
14021,Little Dragons Café,PS4,Aksys Games  ,0.05,0.03,0.0,0.01,0.01,2018
14022,Werewolves Within,PS4,Ubisoft  ,0.05,0.04,0.0,0.0,0.01,2016
14023,Pet Pals: New Leash on Life,DS,Destineer  ,0.05,0.05,0.0,0.0,0.0,2010
14024,Demon Gaze 2,PS4,NIS America  ,0.05,0.04,0.0,0.0,0.01,2017
14025,Hysteria Hospital: Emergency Ward,Wii,O-Games  ,0.05,0.05,0.0,0.0,0.0,2009
14026,Doraemon: Nobita no Kyouryuu 2006 DS,DS,Sega  ,0.05,0.0,0.0,0.05,0.0,2006
14027,Nobunaga?s Ambition: Sphere of Influence ? Ascension,PS3,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2016
14028,Ontamarama,DS,Atlus  ,0.05,0.05,0.0,0.0,0.0,2007
14029,DokiDoki Majo Shinpan!,DS,SNK Playmore  ,0.05,0.0,0.0,0.05,0.0,2007
14030,Starry * Sky: In Spring - PSP Edition,PSP,Asgard  ,0.05,0.0,0.0,0.05,0.0,2010
14031,Dokapon Journey,DS,Atlus  ,0.05,0.05,0.0,0.0,0.0,2009
14032,FIFA Soccer 2004,GBA,EA Sports  ,0.05,0.04,0.01,0.0,0.0,2003
14033,Armored Core: Formula Front Extreme Battle,PSP,Agetec  ,0.05,0.05,0.0,0.0,0.0,2005
14034,Collar x Malice,PSV,Aksys Games  ,0.05,0.01,0.0,0.03,0.01,2017
14035,Downforce,PS2,Titus  ,0.05,0.03,0.02,0.0,0.01,2002
14036,Little Busters! Converted Edition,PS2,Prototype  ,0.05,0.0,0.0,0.05,0.0,2009
14037,The Bureau: XCOM Declassified,PC,2K Games  ,0.05,0.0,0.05,0.0,0.0,2013
14038,Need for Speed (2015),PC,Electronic Arts  ,0.05,0.0,0.05,0.0,0.0,2016
14039,The Elder Scrolls Online: Morrowind,PC,Bethesda Softworks  ,0.05,0.02,0.03,0.0,0.0,2017
14040,Wicked Monster Blast!,Wii,Valcon Games  ,0.05,0.04,0.0,0.0,0.0,2011
14041,Cities in Motion,PC,Paradox Interactive   ,0.05,0.0,0.04,0.0,0.01,2011
14042,Disney's Party,GC,Electronic Arts  ,0.05,0.04,0.01,0.0,0.0,2003
14043,Kart Racer,Wii,Nordic Games  ,0.05,0.03,0.01,0.0,0.0,2009
14044,Tennis no Oji-Sama: 2005 Crystal Drive,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2004
14045,Summon Night X: Tears Crown,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2009
14046,Max & the Magic Marker,DS,Unknown  ,0.05,0.0,0.05,0.0,0.0,2011
14047,Sam & Max: Beyond Time and Space,Wii,Atari  ,0.05,0.05,0.0,0.0,0.0,2010
14048,Taiho Shichauzo!,PS,Pioneer LDC  ,0.05,0.0,0.0,0.05,0.0,2001
14049,Phantom Crash,XB,Phantagram  ,0.05,0.03,0.01,0.01,0.0,2002
14050,Yanya Caballista: City Skater,PS2,KOEI  ,0.05,0.02,0.02,0.0,0.01,2001
14051,Golf Club 2019,XOne,2K Games  ,0.05,0.05,0.0,0.0,0.01,2018
14052,Expendable,PS,Infogrames  ,0.05,0.03,0.02,0.0,0.0,2000
14053,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,Activision  ,0.05,0.05,0.0,0.0,0.0,2005
14054,rain,PS3,Sony Computer Entertainment  ,0.05,0.0,0.0,0.05,0.0,2013
14055,The Idolmaster: Gravure For You! Vol. 2,PS3,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2011
14056,Arthur! Ready to Race,PS,The Learning Company  ,0.05,0.03,0.02,0.0,0.0,2000
14057,Thunder Force V: Perfect System,PS,Working Designs  ,0.05,0.03,0.02,0.0,0.0,1998
14058,The Typing of the Dead,DC,Sega  ,0.05,0.0,0.0,0.05,0.0,2001
14059,Prism: Light the Way,DS,Eidos Interactive  ,0.05,0.05,0.0,0.0,0.0,2007
14060,Tenchu: Dark Secret,DS,Nintendo  ,0.05,0.03,0.0,0.01,0.0,2006
14061,Hail to the Chimp,PS3,Gamecock  ,0.05,0.05,0.0,0.0,0.01,2008
14062,Jenga World Tour,Wii,Atari  ,0.05,0.05,0.0,0.0,0.0,2007
14063,The Idolm@ster: Dearly Stars,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2009
14064,Zumba Fitness Core,X360,Majesco Entertainment  ,0.05,0.0,0.05,0.0,0.0,2012
14065,Over the Hedge: Hammy Goes Nuts!,PSP,Activision  ,0.05,0.05,0.0,0.0,0.0,2006
14066,Ivy the Kiwi?,DS,Xseed Games  ,0.05,0.04,0.0,0.0,0.0,2010
14067,Bakemonogatari Portable,PSP,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2012
14068,Real Farm,PS4,Soedesco  ,0.05,0.04,0.0,0.0,0.01,2017
14069,Macross ? Scramble,PSV,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2016
14070,Tom Clancy's HAWX 2,PC,Ubisoft  ,0.05,0.0,0.04,0.0,0.01,2010
14071,Worms: WMD,PS4,Team17 Digital Ltd  ,0.05,0.02,0.02,0.0,0.01,2016
14072,Imagine: Artist,DS,Ubisoft  ,0.05,0.05,0.0,0.0,0.0,2009
14073,Shrek Super Party,GC,TDK Mediactive  ,0.05,0.04,0.01,0.0,0.0,2003
14074,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,Nintendo  ,0.05,0.0,0.0,0.05,0.0,2006
14075,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Jaleco  ,0.05,0.0,0.0,0.05,0.0,1998
14076,Monster 4x4: Masters of Metal,GC,Ubisoft  ,0.05,0.04,0.01,0.0,0.0,2003
14077,Top Spin 2,DS,2K Sports  ,0.05,0.05,0.0,0.0,0.0,2006
14078,RollerCoaster Tycoon World,PC,Atari  ,0.05,0.0,0.05,0.0,0.0,2016
14079,The Banner Saga Trilogy - Bonus Edition,XOne,505 Games  ,0.05,0.05,0.0,0.0,0.01,2018
14080,The Evil Within 2,PC,Bethesda Softworks  ,0.05,0.02,0.03,0.0,0.0,2017
14081,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2007
14082,NHL Blades of Steel '99,N64,Konami  ,0.05,0.05,0.0,0.0,0.0,1999
14083,New Hayarigami,PSV,Nippon Ichi Software  ,0.05,0.0,0.0,0.05,0.0,2014
14084,The Walking Dead: A Telltale Series Collection,XOne,Warner Bros. Interactive Entertainment  ,0.05,0.05,0.0,0.0,0.01,2017
14085,Second Sight,GC,Codemasters  ,0.05,0.04,0.01,0.0,0.0,2004
14086,My Hero Academia: Battle for All,3DS,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2016
14087,Philosoma,PS,Sony Computer Entertainment  ,0.05,0.03,0.02,0.0,0.0,1996
14088,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,Sega  ,0.05,0.0,0.0,0.05,0.0,1995
14089,Noddy in Toyland,DS,GSP  ,0.05,0.0,0.05,0.0,0.0,2011
14090,Puyo Pop,GBA,THQ  ,0.05,0.04,0.01,0.0,0.0,2002
14091,Marriage Royale: Prism Story,PSP,ASCII Media Works  ,0.05,0.0,0.0,0.05,0.0,2010
14092,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PSV,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2015
14093,Kamiwaza,PS2,Acquire  ,0.05,0.0,0.0,0.05,0.0,2006
14094,Rave Master,GC,Konami  ,0.05,0.0,0.0,0.05,0.0,2005
14095,Syberia III,PS4,Anuman  ,0.05,0.04,0.0,0.0,0.01,2016
14096,Suzuki Super-Bikes II: Riding Challenge,DS,Valcon Games  ,0.05,0.05,0.0,0.0,0.0,2008
14097,Kinnikuman Muscle Grand Prix Max,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2006
14098,Arcana Heart 3,X360,PQube  ,0.05,0.0,0.02,0.02,0.0,2011
14099,Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,TDK Mediactive  ,0.05,0.04,0.01,0.0,0.0,2003
14100,Medal of Honor: European Assault (weekly JP sales),PS2,Electronic Arts  ,0.05,0.0,0.0,0.05,0.0,2005
14101,Alias,XB,Acclaim Entertainment  ,0.05,0.04,0.01,0.0,0.0,2004
14102,Super Robot Taisen Neo,Wii,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2009
14103,Sengoku BASARA Sanada Yukimura-den,PS4,Capcom  ,0.05,0.0,0.0,0.05,0.0,2016
14104,Blazing Souls: Accelate,PSP,Aksys Games  ,0.05,0.04,0.0,0.01,0.01,2010
14105,ESPN International Winter Sports 2002,GC,Konami  ,0.05,0.04,0.01,0.0,0.0,2002
14106,GRID,DS,Codemasters  ,0.05,0.04,0.0,0.0,0.0,2008
14107,All Star Tennis 99,N64,Ubisoft  ,0.05,0.04,0.01,0.0,0.0,1999
14108,Blues Brothers 2000,N64,Titus  ,0.05,0.04,0.01,0.0,0.0,2000
14109,Chameleon Twist 2,N64,Sunsoft  ,0.05,0.04,0.01,0.0,0.0,1999
14110,Dual Heroes,N64,Electro Brain  ,0.05,0.04,0.01,0.0,0.0,1998
14111,Fighter Destiny 2,N64,SouthPeak Interactive  ,0.05,0.04,0.01,0.0,0.0,2000
14112,Hercules: The Legendary Journeys,N64,Titus  ,0.05,0.04,0.01,0.0,0.0,2000
14113,Metal Max 2 Reloaded,DS,Unknown  ,0.05,0.0,0.0,0.05,0.0,2011
14114,OutRun 2006: Coast 2 Coast,PS2,Sega  ,0.05,0.02,0.01,0.01,0.0,2006
14115,Kids Learn Music A+ Edition,DS,Unknown  ,0.05,0.05,0.0,0.0,0.0,2011
14116,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,Spike  ,0.05,0.0,0.0,0.05,0.0,2007
14117,Mahjong 3D: Warriors of the Emperor,3DS,Unknown  ,0.05,0.0,0.05,0.0,0.0,2020
14118,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Irem Software Engineering  ,0.05,0.0,0.0,0.05,0.0,2007
14119,Winning Post World,PS3,KOEI  ,0.05,0.0,0.0,0.05,0.0,2009
14120,Arx Fatalis,XB,DreamCatcher Interactive  ,0.05,0.04,0.01,0.0,0.0,2003
14121,Slam Dunk SD Heat Up!!,SNES,Bandai  ,0.05,0.0,0.0,0.05,0.0,1995
14122,Venetica,PC,Atari  ,0.05,0.0,0.04,0.0,0.01,2011
14123,Scribblenauts: Showdown,PS4,Warner Bros. Interactive  ,0.05,0.04,0.0,0.0,0.01,2018
14124,Virtua Tennis 3,PSP,Sega  ,0.05,0.02,0.02,0.0,0.01,2007
14125,MXGP Pro,PS4,Milestone S.r.l.  ,0.05,0.04,0.0,0.0,0.01,2018
14126,Orcs & Elves,DS,Electronic Arts  ,0.05,0.05,0.0,0.0,0.0,2007
14127,Dead in the Water,PS,ASC Games  ,0.05,0.03,0.02,0.0,0.0,1999
14128,Winning Post 7 2013,PS3,Tecmo Koei  ,0.05,0.0,0.0,0.05,0.0,2013
14129,Detective Conan: Prelude from the Past,DS,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2012
14130,Dr. Seuss: Green Eggs and Ham,GBA,NewKidCo  ,0.05,0.04,0.01,0.0,0.0,2003
14131,Atelier Rorona: Alchemist of Arland,PSV,NIS America  ,0.05,0.0,0.0,0.05,0.0,2014
14132,Guilty Gear Dust Strikers,DS,Majesco  ,0.05,0.05,0.0,0.0,0.0,2006
14133,Rugby 18,XOne,Koch Media  ,0.05,0.04,0.0,0.0,0.01,2017
14134,Dark Summit,GC,THQ  ,0.05,0.04,0.01,0.0,0.0,2002
14135,Has-Been Heroes,XOne,GameTrust  ,0.05,0.04,0.0,0.0,0.01,2017
14136,NAtURAL DOCtRINE,PS3,NIS America  ,0.05,0.03,0.01,0.01,0.01,2014
14137,DiRT 2,PC,Codemasters  ,0.05,0.0,0.04,0.0,0.01,2009
14138,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Namco Bandai  ,0.05,0.0,0.0,0.05,0.0,2010
14139,Turbo Turtle Adventure,GBA,Majesco  ,0.05,0.04,0.01,0.0,0.0,2002
14140,Deformers,XOne,Ready at Dawn  ,0.05,0.04,0.0,0.0,0.01,2017
14141,Sengoku Basara 4: Sumeragi,PS4,Capcom  ,0.05,0.0,0.0,0.05,0.0,2015
14142,Star Wars Battlefront II (2017),PC,Electronic Arts  ,0.05,0.02,0.02,0.0,0.0,2017
14143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,Vap  ,0.05,0.0,0.0,0.05,0.0,1994
14144,Sébastien Loeb Rally EVO,PS4,Square Enix  ,0.05,0.0,0.04,0.0,0.01,2016
14145,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,Bandai  ,0.05,0.0,0.0,0.05,0.0,2006
14146,Corpse Party,PSP,Xseed Games  ,0.05,0.0,0.0,0.05,0.0,2011
14147,PQ2: Practical Intelligence Quotient,PSP,D3 Publisher  ,0.05,0.04,0.0,0.0,0.0,2007
14148,Extinction,XOne,Maximum Games  ,0.05,0.04,0.0,0.0,0.01,2018
14149,My Riding Stables: Life with Horses,NS,TREVA Entertainment  ,0.05,0.04,0.0,0.0,0.01,2018
14150,Chronicles of the Sword,PS,Psygnosis  ,0.05,0.03,0.02,0.0,0.0,1996
14151,DuckTales: Remastered,PS3,Capcom  ,0.05,0.01,0.04,0.0,0.01,2013
14152,Keiba Eight Special,SNES,Misawa  ,0.05,0.0,0.0,0.05,0.0,1993
14153,The Lost Vikings,GBA,Blizzard Entertainment  ,0.05,0.04,0.01,0.0,0.0,2003
14154,XBlaze Lost: Memories,PS3,Aksys Games  ,0.05,0.04,0.0,0.0,0.01,2015
14155,Apex Construct,PS4,Perp Games  ,0.05,0.04,0.0,0.0,0.01,2018
14156,Bejeweled Twist,PC,PopCap Games  ,0.05,0.01,0.04,0.0,0.01,2008
14157,Secret Files: Tunguska,DS,Deep Silver  ,0.05,0.04,0.01,0.0,0.0,2010
14158,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Global Star Software  ,0.05,0.04,0.01,0.0,0.0,2005
14159,Harukanaru Toki no Naka de 3,PS2,KOEI  ,0.05,0.0,0.0,0.05,0.0,2004
14160,Fishing Sim World,PS4,Dovetail Games  ,0.05,0.04,0.0,0.0,0.01,2018
14161,Star Wars: Republic Commando,PC,LucasArts  ,0.05,0.0,0.05,0.0,0.0,2005
14162,Reel Fishing: The Great Outdoors,PSP,SVG Distribution  ,0.05,0.05,0.0,0.0,0.0,2006
14163,Guild 01,3DS,Level 5  ,0.05,0.0,0.0,0.05,0.0,2012
14164,Hotel for Dogs,Wii,505 Games  ,0.05,0.04,0.0,0.0,0.0,2009
14165,Corpse Party: Blood Covered - Repeated Fear,3DS,5pb  ,0.05,0.0,0.0,0.05,0.0,2015
14166,Durarara!! 3-way Standoff,PSP,ASCII Media Works  ,0.05,0.0,0.0,0.05,0.0,2010
14167,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,Activision  ,0.05,0.04,0.01,0.0,0.0,2005
14168,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2006
14169,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,Spike  ,0.05,0.0,0.0,0.05,0.0,2010
14170,Beastly Frantic Foto,DS,Storm City Games  ,0.05,0.04,0.0,0.0,0.0,2011
14171,Hokuto no Ken,PS2,Sega  ,0.05,0.0,0.0,0.05,0.0,2007
14172,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2007
14173,Payday 2,PC,505 Games  ,0.05,0.04,0.0,0.0,0.01,2013
14174,Resident Evil 4,XOne,Capcom  ,0.05,0.04,0.0,0.0,0.01,2016
14175,Stretch Panic,PS2,Conspiracy Entertainment  ,0.05,0.02,0.02,0.0,0.01,2001
14176,George of The Jungle and the Search for the Secret,DS,Crave Entertainment  ,0.05,0.05,0.0,0.0,0.0,2008
14177,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Square Enix  ,0.05,0.0,0.0,0.05,0.0,2013
14178,Baku Baku,SAT,Sega  ,0.05,0.0,0.0,0.05,0.0,1996
14179,Fishdom,DS,Atari  ,0.05,0.05,0.0,0.0,0.0,2011
14180,SD Gundam: Over Galaxian,PS,Bandai  ,0.05,0.0,0.0,0.05,0.0,1996
14181,Rogue Ops,GC,Kemco  ,0.05,0.04,0.01,0.0,0.0,2003
14182,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,Namco Bandai Games  ,0.05,0.0,0.0,0.05,0.0,2016
14183,Smart Kid's Party Fun Pak,DS,UFO Interactive  ,0.05,0.05,0.0,0.0,0.0,2008
14184,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,D3Publisher  ,0.05,0.02,0.02,0.0,0.01,2013
14185,Tour de France 2011,X360,Unknown  ,0.05,0.0,0.04,0.0,0.0,N/A
14186,BeatMania IIDX 3rd Style,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2000
14187,Dream Salon,Wii,Zoo Games  ,0.05,0.05,0.0,0.0,0.0,2009
14188,Metal Max Xeno,PS4,NIS America  ,0.05,0.02,0.0,0.03,0.0,2018
14189,The Technomancer,XOne,Focus Home Interactive  ,0.05,0.03,0.02,0.0,0.0,2016
14190,Hummer Badlands,PS2,Global Star Software  ,0.05,0.02,0.02,0.0,0.01,2006
14191,Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,DreamCatcher Interactive  ,0.05,0.02,0.02,0.0,0.01,2002
14192,Toki Collector's Edition,NS,Microids  ,0.05,0.04,0.0,0.0,0.01,2018
14193,Rock of the Dead,PS3,Conspiracy Entertainment  ,0.05,0.04,0.0,0.0,0.01,2010
14194,Don't Starve,PS4,Klei Entertainment  ,0.05,0.04,0.0,0.0,0.01,2018
14195,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,505 Games  ,0.05,0.0,0.0,0.05,0.0,2008
14196,Furu Furu Park,Wii,Majesco  ,0.05,0.05,0.0,0.0,0.0,2008
14197,Surviving Mars,XOne,Maximum Games  ,0.05,0.04,0.0,0.0,0.01,2018
14198,LEGO The Hobbit,PC,Warner Bros. Interactive Entertainment  ,0.05,0.0,0.05,0.0,0.0,2014
14199,Alter Echo,XB,THQ  ,0.05,0.04,0.01,0.0,0.0,2003
14200,BeatMania IIDX 4th Style: New Songs Collection,PS2,Konami  ,0.05,0.0,0.0,0.05,0.0,2001
14201,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,Benesse  ,0.05,0.0,0.0,0.05,0.0,2008
14202,Cars 3: Driven to Win,XOne,Warner Bros. Interactive Entertainment  ,0.05,0.04,0.0,0.0,0.01,2017
14203,G1 Grand Prix,3DS,Genki  ,0.05,0.0,0.0,0.05,0.0,2012
14204,Sherlock Holmes: Crimes & Punishments,PC,Focus Home Interactive  ,0.05,0.0,0.05,0.0,0.0,2014
14205,Around the World in 80 Days,GBA,Hip Interactive  ,0.05,0.03,0.01,0.0,0.0,2004
14206,Houkago Shounen,DS,Konami  ,0.05,0.0,0.0,0.05,0.0,2008
14207,Classic Dungeon X2,PSP,Nippon Ichi Software  ,0.05,0.0,0.0,0.05,0.0,2011
14208,I am Setsuna,NS,Square Enix  ,0.05,0.0,0.0,0.05,0.0,2017
14209,Pinball Tycoon,GBA,AIA  ,0.05,0.03,0.01,0.0,0.0,2003
